Title,Content
"Thiem thắng ngược Federer, vô địch Indian Wells",lần thứ ba vào chung kết một giải master dominic thiem mới có chức vô địch đầu tiên anh ngăn cản roger federer tới danh hiệu thứ sáu tại indian wells - kỷ lục tại giải dưới ánh nắng vàng miền nam california tay vợt 25 tuổi nâng cao danh hiệu lớn nhất sự nghiệp trước mũi huyền thoạidù chưa thể tranh grand slam với bộ ba federer rafael nadal hay novak djokovic các tay vợt trẻ dần lên tiếng ở những giải master trong 15 giải gần đây có tới bảy tay vợt lần đầu đăng quang: sascha zverev rome 2017 grigor dimitrov cincinnati 2017 jack sock paris 2017 juan martin del potro indian wells 2018 john isner miami 2018 và karen khachanov paris 2018thua trận nhưng federer vẫn cho thấy anh còn có thể cải thiện 100 danh hiệu atp khi tỷ số là 3-1 trong set đầu tay vợt người thụy sĩ có tình huống chạy về và đánh bóng qua hai chân khi quay lưng tweener đã thành thương hiệu federer thua game giao đó mất break nhưng nhanh chóng thắng lại game trả giao đoạt break để dẫn 5-3 anh thắng set một sau 37 phút trong đó đoạt điểm ở cả tám lần lên lướiở 20 trận chung kết trước đó federer toàn thắng nếu đoạt set một nhưng thiem cho thấy tinh thần không bỏ cuộc với break sớm đầu set hai tàu tốc hành bất ngờ đánh lỗi cả năm pha giao bóng một trong game đó còn thiem đoạt 13 trong 14 điểm có thể để dẫn 4-1 federer không thể cứu vãn và chấp nhận thua set đầu tiên trước thiem trên sân cứng sau 37 phútfederer có cơ hội đoạt break break point khi dẫn 4-3 trong set quyết định nhưng thiem cứu được tay vợt 25 tuổi khiến khán giả indian wells tán thưởng với nỗ lực cứu bóng khi tỷ số là 5-4 cho federer thiem trượt ngã ở dây cuối sân khiến củi chỏ rướm máu nhưng vẫn ghi điểm đến game 11 anh lần đầu có break point và tận dụng thành công hai lần liền federer bỏ nhỏ nhưng thiem đều di chuyển tốt để ghi điểm với cú đánh với điểm rơi sau federer cú passing được giao bóng để vô địch thiem không mắc sai lầm để nâng chỉ số đối đầu với federer lên 3-2thiem được đánh giá cao trên sân đất nện gần đây anh kết hợp với hlv nicolas massu để cải thiện khả năng đánh sân cứng chiến lược của tay vợt người áo được đền đáp khi anh không thua set nào cho đến bán kết ở đó thiem hạ milos raonic kịch tính với tỷ số 7-6 3 6-7 3 6-4sau 22 năm áo mới lại có một nhà vô địch quần vợt master kể từ thomas muster tại miami 1997 vừa vô địch ở indian wells thiem vẫn sẽ không từ bỏ tham vọng đăng quang tại miami - khởi tranh trong tuần nàyxuân bình
Golfer Nhật Bản kết thúc The Players trong top 10,matsuyama chỉ cách nhà vô địch rory mcilroy bốn gậy nếu chỉ tính thành tích hai vòng cuối golfer nhật bản cùng jhonattan vegas là hai người hay nhất với điểm -11điểm nhấn của matsuyama ở ngày thi đấu cuối là eagle ở hố 16 par5 sau cú đánh tiếp cận green hoàn hảo bằng gậy sắt 5 sau hố 16 anh đạt tổng điểm -12 và chỉ cách đỉnh bảng thời điểm đó là jim furyk hai gậy matsuyama đạt par ở hai hố cuối và hài lòng với một vị trí trong top 10tôi đã có nhiều cú đánh chất lượng với những cây gậy sắt matsuyama chia sẻ tôi nghĩ mình chơi tốt vào hai ngày cuối tuần tôi đánh trái bóng hầu như đến đúng nơi tôi muốngolfer từng năm lần vô địch pga tour có bốn birdie và chỉ một lần bogey ở vòng bốn điểm -12 giúp anh xếp t8 chung cuộc vươn lên thứ 31 trên bảng điểm fedex cup đây là lần thứ hai matsuyama lọt top 10 tại the players và là lần thứ ba anh kết thúc một giải pga tour trong top 10 kể từ đầu nămđó là tín hiệu tích cực cho golfer không giành bất cứ danh hiệu nào trong hai năm qua matsuyama từng là golfer số hai thế giới vào năm 2017 trước khi sự nghiệp đi xuống bởi chấn thương cổ tay 2019 có thể là năm đánh dấu sự trở lại của golfer 27 tuổi – người chưa từng bỏ lỡ nhát cắt từ đầu nămnăm nay mọi thứ suôn sẻ hơn rất nhiều so với năm ngoái golfer nhật bản nói thêm chưa bàn đến những kết quả sự tự tin của tôi cũng tăng lên rõ rệt  tôi cần kiểm soát phong độ và duy trì cách chơi hiện tại tôi không muốn so sánh với năm 2017 nhưng hy vọng là tôi có thể giành danh hiệu trong năm naysau hideki matsuyama an byeong hun là golfer châu á có thành tích tốt thứ hai tại the players với điểm -7 và xếp t26 golfer hàn quốc đáng ra đứng ở vị trí cao hơn nếu không bogey-kép ở hố cuối hai đồng hương của anh là kang sung và kim si woo lần lượt xếp t47 và t56nhân đạt
"Messi lập hat-trick, Barca bỏ xa hai đội thành Madrid",*ghi bàn: moron 82' - messi 18' 45+1' 85' suarez 63'một ngày trước trận betis - barca atletico madrid bất ngờ thua 0-2 trên sân của bilbao đây là niềm khích lệ tinh thần lớn với barcatrở lại sau khi ghi hai bàn và dọn cỗ hai lần trong trận thắng lyon 5-1 ở champions league lionel messi tiếp tục đạt phong độ cao không chỉ tham gia vào những pha bóng quyết định siêu sao argentina còn hỗ trợ hàng tiền vệ trong khâu kiến tạo thế trận barca giành 54% quyền kiểm soát bóng tung 15 cú dứt điểm - nhiều gấp hai lần rưỡi so với betisđây là trận thứ 674 của messi cho barca cân bằng thành tích của andres iniesta và anh tự đánh dấu mốc của bản thân bằng bằng một bàn thắng đẹp phút 18 sau khi arthur bị phạm lỗi gần vòng cấm messi tung cú sút phạt trực tiếp vào góc xa đánh bại thủ môn pau lopez đưa barca vượt lên dẫn 1-0gặp betis là trận đấu hiếm hoi barca xuất phát với chỉ hai tiền đạo gồm messi và luis suarez ngoài ousmane dembele chấn thương hlv ernesto valverde cho cả ba tiền đạo còn lại là philippe coutinho malcom và jerome boateng khởi đầu trên băng ghế dự bịnhư vậy cũng đủ để uy hiếp hàng thủ đội chủ nhà điển hình là tình huống phối hợp ăn ý nâng tỷ số lên 2-0 ở phút bù giờ hiệp một sau khi nhận đường chuyền trung lộ của messi suarez như có mắt sau lưng chọc khe vào vòng cấm để đồng đội mang áo số 10 sút nối ghi bàndẫn trước hai bàn đem lại cho các cầu thủ barca lợi thế lớn về tinh thần họ tiếp tục chơi lấn lướt với hàng loạt tình huống tấn công sau giờ nghỉ hàng tiền vệ hoàn toàn làm chủ thế trận nhất là arthur với những pha di chuyển và chuyền bóng chính xác suarez và messi cũng liên tục tung ra những pha dứt điểm gây sóng gióchiến thắng của barca trở nên chắc chắn với pha làm bàn ở phút 63 của suarez sau khi có bóng giữa sân tiền đạo người uruguay đột phá qua ba hậu vệ đối phương rồi sút vào góc tráiso với trận thắng 4-3 ngay tại nou camp ở giai đoạn một betis thể hiện hình ảnh khác hẳn thay cho sự mạnh mẽ và khả năng dứt điểm hiệu quả đội chủ nhà hầu như chỉ biết chuyền bóng cho nhau ở giữa sân betis chỉ có tình huống duy nhất cứu vãn danh dự là pha rút ngắn tỷ số ở phút 82 tận dụng sai lầm phá bóng của jordi alba loren moron cứa lòng trong vòng cấm đánh bại thủ môn ter stegentuy nhiên niềm an ủi của betis không kéo dài quá lâu ba phút sau pha ghi bàn của moron messi thực hiện siêu phẩm lốp bóng hoàn tất cú hat-trick điểm xuất phát của bàn thắng là sát mép vòng cấm nơi hầu hết cầu thủ đều chọn cú sút căng thay vì một pha lốp bóng quỹ đạo bàn thắng chính xác đến mức thủ môn pau lopez bật cao vẫn không thể với tới trước khi bóng đập xà rơi vào khung thànhgiành chiến thắng 4-1 barca đạt 66 điểm sau 28 vòng đội dẫn đầu la liga hiện hơn 10 điểm so với atletico và 12 điểm so với real nếu tiếp tục chơi với phong độ cao trong 10 vòng còn lại barca có thể sớm giành chức vô địch và kết thúc giải với tổng điểm lớnthanh quý
Chelsea sảy chân trước Everton,*ghi bàn: richarlison 49' sigurdsson 72'đây có lẽ là chiến thắng lớn nhất của hlv marco silva kể từ khi dẫn dắt everton ít ai nghĩ đến ba điểm cho chủ nhà khi họ chỉ thắng một trận trước top 10 mùa này everton cũng bị lấn sân gần như cả trận nhưng họ chỉ cần hai khoảnh khắc vùng lên để kết liễu đối thủsau 45 phút đầu chệch choạc đội quân của silva chơi tự tin hơn từ đầu hiệp hai phút 49 họ mở tỷ số từ pha bóng cố định gylfi sigurdsson tạt bóng cho dominic calvert-lewin dứt điểm trước khi richarlison đánh đầu bồi cận thành bàn thắng cho thấy khả năng săn bàn của chân sút người brazil với pha lập công thứ 12 mùa nàychủ nhà phòng ngự tự tin hơn sau bàn thắng và rình rập phản công với những cầu thủ có tốc độ và kỹ thuật như richarlison sigurdsson hay bernard richarlison vẫn là ngòi nổ của everton khi luôn xuất hiện ở các điểm nóng phút 72 anh rướn người lấy bóng trong vòng cấm ngay trước khi bị marcos alonso ngáng chân trọng tài anthony taylor ngay lập tức thổi phạt đền còn hậu vệ của chelsea không phàn nàn sigurdsson lần thứ ba sút hỏng phạt đền trong sáu cơ hội gần đây khi bị thủ môn kepa cản phá nhưng cú đá bồi giúp anh ấn định tỷ số 2-0hlv sarri có lý do để tức giận khi chelsea không thể kết liễu đối thủ trong hiệp một nhiều lần ông vò đầu bứt tai hay vung tay ngoài đường piste không khó hiểu cho cảm xúc của nhà cầm quân người italy khi chelsea có ba cơ hội ăn bàn chỉ trong 10 phút đầuross barkley - người cũ của everton - là tâm điểm ở goodison park khi anh bị la ó mỗi khi chạm bóng nhưng eden hazard mới là mối đe dọa với hàng thủ chủ nhà phút thứ sáu ngôi sao người bỉ rê dắt và dứt điểm hiểm hóc nhưng pickford phản xạ tốt sau đó vài chục giây hazard đánh bại được pickford ở pha bóng tương tự nhưng bị cột dọc từ chối bàn thắng gonzalo cũng được barkley trao cơ hội nhưng trung vệ yerry mina kịp thời cản phá dù không ăn bàn chelsea cho thấy họ có thể ghi bàn bất cứ lúc nàobóng được đưa vào lưới everton ở phút 42 nhưng trọng tài phất cờ với pedro trước khi anh hạ gục pickford ở pha đối mặt tiền đạo người tây ban nha bị việt vị trước đó không lâu anh cũng sút chệch cột dọc trong gang tấc chelsea chắc chắn phải tiếc nuối khi để everton sống sót sau hiệp mộtchelsea có cơ hội vươn lên bằng điểm arsenal - đội đứng thứ tư nếu thắng nhưng thất bại khiến họ dậm chân ở thứ sáu sau man utd cơ hội vào top 4 của chelsea vẫn rộng mở với điều kiện họ không mắc những sai lầm tương tự như ở goodison park top 4 là không thể nếu chúng tôi không tiến bộ sarri nói sau trậnđội hình thi đấutrong ngoặc là điểm chấm của sky sportseverton: pickford 7 coleman 6 keane 6 mina 6 digne 7 gomes 6 gueye 8 richarlison 7 sigurdsson 7 davies 86' bernard 6 walcott 78' calvert-lewin 7chelsea: kepa 5 azpilicueta 5 rudiger 5 luiz 5 alonso 4 jorginho 6 hudson-odoi 74' kante 6 barkley 5 loftus-cheek 65' pedro 6 hazard 6 higuain 5 giroud 66'xuân bình
Rory McIlroy vô địch The Players 2019,với lợi thế dẫn đầu sau vòng ba rory mcilroy tommy fleetwood jon rahm và jason day được xếp vào hai nhóm đấu cuối cùng của vòng bốn the players áp lực lớn khi đứng trước cơ hội vô địch khiến cả bốn golfer thi nhau bogey ở đầu vòngjon rahm bogey ở ba trong bốn hố đầu jason day bogey hố 1 và hố 4 còn rory mcilroy thậm chí double-bogey ở hố 4 mcilroy và fleetwood tạo cách biệt ba gậy với nhóm bám đuổi trước vòng nhưng nhanh chóng bị bỏ lại có thời điểm đỉnh bảng là sự chia sẻ của những cái tên không quá được kỳ vọng như abraham ancer jim furyk brandt snedeker hay ollie schneiderjanscách biệt trong top 10 thường xuyên được duy trì ở mức hai gậy hoặc ít hơn khiến đỉnh bảng liên tục đổi chủ golfer kỳ cựu jim furyk là người hiếm hoi âm gậy ở cả chín hố đầu và chín hố sau đội trưởng tuyển ryder cup mỹ 2018 khép lại vòng đấu với điểm -5 furyk giữ đỉnh bảng với điểm -15 khi ông hoàn tất 72 hố tại giảitrong ngày thi đấu nhiều gió và ẩm ướt tại tpc sawgrass phong độ của các golfer cũng rất thất thường bộ đôi eddie pepperell và jhonattan vegas birdie liên tục ở chín hố cuối để đạt điểm -6 tại vòng bốn và có tổng -14 sau 72 hố rory mcilroy tommy fleetwood và jon rahm có lúc trở lại đỉnh bảng nhưng chỉ một trong số họ duy trì được tần suất kiếm birdie đều đặnba birdie trong bốn hố từ hố 9 đến hố 12 giúp mcilroy có điểm -15 golfer 29 tuổi sau đó chịu sức ép lớn khi bogey sau pha gạt hỏng từ 15 mét ở hố 14 và dính bẫy cát ở hố 15 nhưng bản lĩnh của golfer bốn lần vô địch major được thể hiện đúng lúc mcilroy birdie liên tiếp ở hai hố 15 và 16 vươn lên độc chiếm đỉnh bảng với một gậy cách jim furykgolfer bắc ireland không mắc sai lầm nào ở hố 17 - hòn đảo xanh và đạt par gậy thứ hai của anh ở hố 18 suýt đưa bóng xuống nước nhưng bóng kịp dừng lại gần mép green đó là thời điểm furyk biết bản thân không còn cơ hội đăng quang tại the players 2019 mcilroy bỏ lỡ birdie nhưng điểm par ở hố cuối là đủ để anh đăng quang tại giải với điểm -16 -2 ở vòng bốn đây là danh hiệu đầu tiên của mcilroy sau tròn một nămtôi có cảm giác bản thân đang chơi thứ golf hay nhất sự nghiệp nhà vô địch the players 2019 phát biểu chiến thắng đến ở thời điểm rất quan trọng với tôi màn trình diễn ở những hố cuối mang đến cho tôi sự tự tin trên chặng đường phía trướcđăng quang tại the players rory mcilroy nhận số tiền thưởng kỷ lục cho một nhà vô địch – 225 triệu đôla mỹ anh cũng trở thành người thứ ba sau tiger woods và jack nicklaus chạm mốc 15 danh hiệu pga tour và bốn chức vô địch major trước tuổi 30chiến thắng cũng tạo đà tâm lý tốt cho mcilroy trước thềm masters tháng sau đây là major duy nhất mà golfer 29 tuổi còn thiếu trong sự nghiệp sân đấu augusta tại masters cũng được đánh giá là tương đồng với tpc sawgrass tại the playersjim furyk ở tuổi 48 xếp thứ hai với điểm -15 pepperell và vegas cùng -14 đứng t3 còn dustin johnson brandt snedeker và tommy fleetwood chia sẻ vị trí thứ năm với điểm -13jon rahm với điểm +4 tại vòng bốn và -11 chung cuộc  bật khỏi top 10 – nơi còn có sự góp mặt của justin rose jason day và hideki matsuyama và brian harman t8 -12nhân đạt
Koepka sa sút phong độ tại The Players vì giảm cân,koepka tốn từ 70 gậy trở lên trong cả bốn vòng the players năm nay ngôi sao 28 tuổi chỉ xếp t46 chung cuộc với tổng điểm -2theo thống kê cú driver của kopeka mùa này đã ngắn lại khoảng 10 mét so với những mùa giải trướcnguyên nhân chính dẫn đến sự sa sút này là bởi golfer mỹ đã ép cân trong bốn tháng qua anh giảm từ 96 kg xuống 85 kg kể từ khi bắt đầu quá trình ăn kiêng vào cuối năm ngoáirõ ràng những cú đánh đã mất khi nhiều sức mạnh do trọng lượng cơ thể không còn như cũ nhà vô địch us open hai năm liên tiếp thừa nhận tôi cảm thấy khó chịu với tình trạng nàykoepka từ chối tiết lộ lý do giảm cân nhưng khẳng định đó là điều không mong muốn bốn tháng ép cân đã qua anh chia sẻ tôi đã tập hai buổi mỗi ngày chạy bộ và ăn uống lành mạnh tuần tới tôi sẽ ăn những gì mình muốn chắc chắn tôi muốn một miếng phô mai thứ tôi đã không động đến suốt thời gian quatheo một số nguồn tin thân cận koepka phải giảm cân vì lý do sức khỏe anh bắt đầu làm điều này từ sau chức vô địch cj cup vào tháng 10/2018từ đó tới nay koepka không thể vô địch số gậy trung bình trên tour của anh giảm từ vị trí thứ chín xuống 46 trong ba tháng đầu năm 2019nhân đạt
Thủ môn Napoli ngất xỉu khi đang thi đấu,bảo lam
"Bayern thắng 6-0, đòi lại đỉnh bảng Bundesliga",ghi bàn: lewandowski 3 james rodriguez 33 51 & 55 coman 39 davies 70bayern phải đá muộn ở vòng 26 một ngày sau khi dortmund hạ hertha berlin và vươn lên dẫn đầu cuộc đua hùm xám cũng chịu sức ép rất lớn từ thất bại 1-3 dưới tay liverpool trên sân nhà ở lượt về vòng 1/8 hôm giữa tuần trước nhưng hùm xám đã biến những áp lực đó thành động lực để thăng hoa và có chiến thắng thứ 13 trong 14 trận bundesliga gần nhấtsố phận trận đấu tại allianz arena sớm an bài với các vị khách mainz chỉ trong 39 phút đầu tiên lần lượt lewandowski rodriguez rồi coman lập công giúp bayern dẫn 3-0 sang hiệp hai trong bầu không khí tiệc tùng mà 75000 khán giả tạo nên trên các khán đài hùm xám dễ dàng ghi thêm ba bàn nữa với hai thuộc về rodriguez và một bàn từ tài năng trẻ người canada alphonso daviesnhờ thắng lợi 6-0 này bayern san bằng cách biệt điểm số với dortmund - mỗi đội có 60 điểm khi mùa giải còn tám vòng tuy nhiên đội bóng bang bavaria chiếm ngôi đầu nhờ hiệu số bàn thắng - bại vượt trội +41 so với +34 của dortmundmainz như bị biến thành bao cát để bayern trút giận sau trận thua liverpool 1-3 hôm 14/3 lòng kiêu hãnh bị tổn thương khiến hùm xám tràn lên tấn công ào ạt ngay sau tiếng còi khai cuộc và họ chỉ mất ba phút để mở tỷ số nhờ cú đá nối từ góc rất hẹp của lewandowski sau khi coman tạt bóng từ trái vào ở tầm thấpcách biệt suýt được nhân đôi ở phút 12 nếu cột dọc không từ chối cú sút căng như búa bổ của coman từ góc hẹp gần tương tự tình huống lewandowski mở tỷ số nhưng trong tiếng nhạc rộn ràng của bài hát truyền thống fc bayern mãi trong trong tim ta fc bayern hãy gọi chúng tôi là những nhà vô địch thế giới đội chủ nhà cũng chỉ phải đợi thêm chừng 20 phút để mừng liên tiếp hai bànrodriguez tăng tốc đón đường chuyền của goretzka để băng xuống sút tung lưới mainz ở phút 33 sáu phút sau đó coman sửa sai cho pha hỏng ăn ở đầu trận bằng tình huống đi bóng từ biên vào trung lộ rồi cứa lòng từ mép khu vực 16m50 nâng tỷ số lên 3-0 cho bayernhưng phấn đang lên giúp bayern tiếp tục chơi áp đảo trong hiệp hai rodriguez chỉ mất sáu phút sau giờ giải lao để ghi bàn thứ hai của riêng anh với một cú đánh đầu cầu thủ được mượn về từ real madrid này hoàn thành cú hattrick với cú ra chân căng ở phút 55 sau tình huống hỗn loạn của hàng phòng ngự mainzbữa tiệc của bayern khép lại với bàn ấn định tỷ số 6-0 nhờ công alphonso davies tài năng 19 tuổi người canada có mặt đúng lúc để đá bồi sau khi thủ môn mainz bắt không dính cú sút từ cự ly gần của lewandowskinhật tảo
